tss_service_levels_d_v.service_group_meaning	tss_workgroups_d.delivery_channel_type	0.125	
tss_service_levels_d_v.service_group_code	tss_workgroups_d.delivery_channel_type	0.125	
tss_service_levels_d_v.service_group_meaning	tss_workgroups_d.service_line_name	0.09375	
tss_service_levels_d_v.service_group_code	tss_workgroups_d.service_line_name	0.09375	
tss_service_levels_d_v.service_level_desc	tss_workgroups_d.delivery_channel_type	0.07692307692307693	
tss_service_levels_d_v.service_level_code	tss_workgroups_d.delivery_channel_type	0.07692307692307693	
tss_service_levels_d_v.service_group_meaning	tss_workgroups_d.theater_name	0.075	
tss_service_levels_d_v.service_group_code	tss_workgroups_d.theater_name	0.075	
tss_service_levels_d_v.business_process_name	tss_workgroups_d.delivery_channel_type	0.07142857142857142	
tss_service_levels_d_v.business_process_desc	tss_workgroups_d.delivery_channel_type	0.07142857142857142	
tss_service_levels_d_v.service_level_code	tss_workgroups_d.service_line_name	0.057692307692307696	
tss_service_levels_d_v.service_level_desc	tss_workgroups_d.service_line_name	0.057692307692307696	
tss_service_levels_d_v.business_process_name	tss_workgroups_d.service_line_name	0.05357142857142857	
tss_service_levels_d_v.business_process_desc	tss_workgroups_d.service_line_name	0.05357142857142857	
tss_service_levels_d_v.service_level_desc	tss_workgroups_d.theater_name	0.046153846153846156	
tss_service_levels_d_v.service_level_code	tss_workgroups_d.theater_name	0.046153846153846156	
tss_service_levels_d_v.business_process_desc	tss_workgroups_d.theater_name	0.04285714285714286	
tss_service_levels_d_v.business_process_name	tss_workgroups_d.theater_name	0.04285714285714286	
tss_service_levels_d_v.service_level_group_desc	tss_workgroups_d.delivery_channel_type	0.038461538461538464	
tss_service_levels_d_v.service_level_group_desc	tss_workgroups_d.service_line_name	0.028846153846153848	
tss_service_levels_d_v.sdp_service_level	tss_workgroups_d.delivery_channel_type	0.02631578947368421	
tss_service_levels_d_v.service_level_group_desc	tss_workgroups_d.theater_name	0.023076923076923078	
tss_service_levels_d_v.sdp_service_level	tss_workgroups_d.service_line_name	0.019736842105263157	
tss_service_levels_d_v.service_group_meaning	tss_workgroups_d.sub_region_name	0.018292682926829267	
tss_service_levels_d_v.service_group_code	tss_workgroups_d.sub_region_name	0.018292682926829267	
tss_service_levels_d_v.service_group_code	tss_workgroups_d.service_type	0.01744186046511628	
tss_service_levels_d_v.service_group_meaning	tss_workgroups_d.service_type	0.01744186046511628	
tss_service_levels_d_v.service_group_meaning	tss_workgroups_d.outsourcer_name	0.016666666666666666	
tss_service_levels_d_v.service_group_code	tss_workgroups_d.outsourcer_name	0.016666666666666666	
tss_service_levels_d_v.sdp_service_level	tss_workgroups_d.theater_name	0.015789473684210527	
tss_service_levels_d_v.business_process_name	tss_workgroups_d.service_type	0.011627906976744186	
tss_service_levels_d_v.business_process_desc	tss_workgroups_d.service_type	0.011627906976744186	
tss_service_levels_d_v.service_level_desc	tss_workgroups_d.sub_region_name	0.01125703564727955	
tss_service_levels_d_v.service_level_code	tss_workgroups_d.sub_region_name	0.01125703564727955	
tss_service_levels_d_v.service_level_code	tss_workgroups_d.service_type	0.01073345259391771	
tss_service_levels_d_v.service_level_desc	tss_workgroups_d.service_type	0.01073345259391771	
tss_service_levels_d_v.business_process_desc	tss_workgroups_d.sub_region_name	0.010452961672473868	
tss_service_levels_d_v.business_process_name	tss_workgroups_d.sub_region_name	0.010452961672473868	
tss_service_levels_d_v.service_level_desc	tss_workgroups_d.outsourcer_name	0.010256410256410256	
tss_service_levels_d_v.service_level_code	tss_workgroups_d.outsourcer_name	0.010256410256410256	
tss_service_levels_d_v.business_process_name	tss_workgroups_d.outsourcer_name	0.009523809523809525	
tss_service_levels_d_v.business_process_desc	tss_workgroups_d.outsourcer_name	0.009523809523809525	
tss_service_levels_d_v.service_level_group_desc	tss_workgroups_d.service_type	0.006261180679785331	
tss_service_levels_d_v.sdp_service_level	tss_workgroups_d.outsourcer_name	0.005847953216374269	
tss_service_levels_d_v.service_level_group_desc	tss_workgroups_d.sub_region_name	0.005628517823639775	
tss_service_levels_d_v.service_level_group_desc	tss_workgroups_d.outsourcer_name	0.005128205128205128	
tss_service_levels_d_v.sdp_service_level	tss_workgroups_d.service_type	0.004895960832313341	
tss_service_levels_d_v.sdp_service_level	tss_workgroups_d.sub_region_name	0.0038510911424903724	
tss_service_levels_d_v.service_group_code	tss_workgroups_d.workgroup_name	0.0004694206008583691	
tss_service_levels_d_v.service_group_meaning	tss_workgroups_d.workgroup_name	0.0004694206008583691	
tss_service_levels_d_v.service_level_code	tss_workgroups_d.workgroup_name	0.0003301419610432486	
tss_service_levels_d_v.service_level_desc	tss_workgroups_d.workgroup_name	0.0002888742159128425	
tss_service_levels_d_v.business_process_desc	tss_workgroups_d.workgroup_name	0.0002682403433476395	
