tss_calendars_d.created_by	230090418	1900000001	1900000000	149087
tss_calendars_d.last_updated_by	230090418	1900000001	1900000000	149087
tss_calendars_d.bl_load_id	1
tss_service_levels_d_v.bl_service_level_key	29	8	4	12	21	11	14	104	13	2	3	19	24	105	32	101	30	7	288	6	26	106	23	9	20	31	102	103	10	5	16	1	34	27	22	17	25	28	18	287	33	15
tss_service_levels_d_v.service_level_id	8	41	4	12	21	11	14	13	2	3	7	6	23	9	10	5	16	1	22	17	15
tss_service_levels_d_v.business_process_id	1004	1042	1026	1027	1025	1024	1021	1020	1023	1019
tss_service_levels_d_v.service_region_id	285
tss_service_levels_d_v.sdp_service_level_incl	1
tss_service_levels_d_v.created_by	120597	113603
tss_service_levels_d_v.last_update_by	120597	109955
tss_service_levels_d_v.bl_load_id	2171	1	12006	34733	2833	33943	18479	15266	34153
